Date/Time,Open,High,Low,Close,Volume,Open Interest
2020-07-14,48.35,48.85,48.3,48.55,1549540,0
2020-07-15,48.75,48.95,48.4,48.6,1516540,0
2020-07-16,48.55,48.75,48.4,48.6,1060530,0
2020-07-17,48.5,48.5,48.1,48.1,1313100,0
2020-07-18,,,,,0,0
2020-07-19,,,,,0,0
2020-07-20,48.1,48.2,47.35,47.4,2049680,0
2020-07-21,47.5,47.95,47.25,47.8,940230,0
2020-07-22,48.0,48.0,47.3,47.4,817890,0
2020-07-23,47.4,47.75,47.1,47.75,918630,0
2020-07-24,47.4,47.55,45.5,45.9,3170540,0
2020-07-25,,,,,0,0
2020-07-26,,,,,0,0
2020-07-27,45.0,45.9,43.6,43.7,3274350,0
2020-07-28,44.4,45.8,44.15,45.7,1953510,0
2020-07-29,44.4,44.9,43.8,44.55,1554200,0
2020-07-30,44.6,45.15,44.6,45.15,612240,0
2020-07-31,44.0,45.2,44.0,44.5,1106250,0
2020-08-01,,,,,0,0
2020-08-02,,,,,0,0
2020-08-03,44.6,45.9,44.6,45.9,1392200,0
2020-08-04,46.5,46.8,46.2,46.55,1051310,0
2020-08-05,46.55,47.15,46.3,47.0,1328520,0
2020-08-06,47.0,47.25,46.7,46.8,1153660,0
2020-08-07,46.8,47.8,46.8,47.1,1283690,0
2020-08-08,,,,,0,0
2020-08-09,,,,,0,0
2020-08-10,47.35,47.8,47.1,47.2,1160370,0
2020-08-11,47.45,47.45,47.0,47.0,1209690,0
2020-08-12,47.1,47.5,46.9,47.5,1233230,0
2020-08-13,47.7,47.95,47.5,47.95,1709100,0
2020-08-14,48.1,48.2,47.45,47.8,1633770,0
2020-08-15,,,,,0,0
2020-08-16,,,,,0,0
2020-08-17,46.9,47.0,46.5,47.0,1048820,0
2020-08-18,47.15,47.15,46.8,46.85,625200,0
2020-08-19,46.9,47.05,46.65,46.85,877190,0
2020-08-20,46.9,47.45,46.85,47.05,1824430,0
2020-08-21,47.25,47.5,47.2,47.4,1260210,0
2020-08-22,,,,,0,0
2020-08-23,,,,,0,0
2020-08-24,47.95,48.6,47.85,48.45,3540210,0
2020-08-25,48.6,48.9,48.55,48.85,3304670,0
2020-08-26,48.8,48.85,48.2,48.4,1328990,0
2020-08-27,48.25,50.1,48.25,49.85,3724990,0
2020-08-28,50.2,51.0,49.9,49.9,4009380,0
2020-08-29,,,,,0,0
2020-08-30,,,,,0,0
2020-08-31,49.9,50.3,49.35,49.5,1940640,0
2020-09-01,49.5,50.5,49.35,49.9,1757410,0
2020-09-02,,,,,0,0
2020-09-03,50.4,50.5,49.9,50.4,2281510,0
2020-09-04,49.6,50.0,49.5,50.0,1538510,0
2020-09-05,,,,,0,0
2020-09-06,,,,,0,0
2020-09-07,49.95,50.0,48.5,48.5,2270970,0
2020-09-08,48.75,49.5,48.5,49.5,1628870,0
2020-09-09,48.65,49.5,48.65,49.2,1490820,0
2020-09-10,49.5,49.8,49.1,49.2,1005950,0
2020-09-11,49.0,49.2,48.85,49.15,872160,0
2020-09-12,,,,,0,0
2020-09-13,,,,,0,0
2020-09-14,49.25,49.5,49.1,49.3,1127400,0
2020-09-15,49.5,50.0,49.3,50.0,1906730,0
2020-09-16,50.0,50.8,50.0,50.5,1918130,0
2020-09-17,50.3,50.5,49.9,50.0,1563010,0
2020-09-18,50.1,51.4,50.1,51.2,3306720,0
2020-09-19,,,,,0,0
2020-09-20,,,,,0,0
2020-09-21,51.2,51.7,51.2,51.2,1530250,0
2020-09-22,50.8,51.3,50.6,51.3,1630570,0
2020-09-23,51.3,51.5,50.8,51.1,1797680,0
2020-09-24,50.7,51.0,50.2,50.5,1728380,0
2020-09-25,50.7,50.8,50.0,50.8,1205550,0
2020-09-26,,,,,0,0
2020-09-27,,,,,0,0
2020-09-28,50.9,51.3,50.6,51.1,1312300,0
2020-09-29,51.4,51.4,50.3,50.6,1523610,0
2020-09-30,50.2,50.4,49.75,50.0,2500310,0
2020-10-01,50.2,50.8,50.2,50.8,905510,0
2020-10-02,50.8,51.1,49.4,50.3,1947940,0
2020-10-03,,,,,0,0
2020-10-04,,,,,0,0
2020-10-05,50.4,50.8,49.9,50.5,1498360,0
2020-10-06,50.8,50.9,50.3,50.5,1520290,0
2020-10-07,50.5,50.7,50.2,50.4,1493710,0
2020-10-08,50.5,51.5,50.3,51.1,3062690,0
2020-10-09,51.0,51.2,50.8,50.8,1173500,0
2020-10-10,,,,,0,0
2020-10-11,,,,,0,0
2020-10-12,50.9,51.4,50.6,50.9,1550680,0
2020-10-13,50.9,51.0,50.5,50.7,1222200,0
2020-10-14,50.8,51.4,50.5,51.0,2409760,0
2020-10-15,51.2,51.4,50.7,51.2,1925370,0
2020-10-16,51.2,53.8,50.9,53.2,5769540,0
2020-10-17,,,,,0,0
2020-10-18,,,,,0,0
2020-10-19,53.6,53.8,53.0,53.3,2333670,0
2020-10-20,53.1,53.3,52.5,53.2,1886160,0
2020-10-21,53.2,54.5,52.8,52.8,3305010,0
2020-10-22,52.8,54.0,52.6,54.0,2346540,0
2020-10-23,54.2,54.5,53.5,53.9,2646310,0
2020-10-24,,,,,0,0
2020-10-25,,,,,0,0
2020-10-26,53.9,54.5,52.8,52.8,3852510,0
2020-10-27,52.9,53.2,52.1,52.1,3188810,0
2020-10-28,52.0,52.4,50.7,50.7,3596230,0
2020-10-29,50.4,51.3,50.2,50.9,2719690,0
2020-10-30,51.5,51.5,50.5,51.5,1469970,0
2020-10-31,,,,,0,0
2020-11-01,,,,,0,0
2020-11-02,51.5,51.7,51.2,51.7,866110,0
2020-11-03,51.9,52.9,51.7,52.8,2562890,0
2020-11-04,53.0,53.3,52.5,53.0,1369690,0
2020-11-05,52.7,53.4,52.0,52.0,1305860,0
2020-11-06,52.4,52.8,52.1,52.4,987260,0
2020-11-07,,,,,0,0
2020-11-08,,,,,0,0
2020-11-09,52.8,53.4,52.7,53.4,2011650,0
2020-11-10,54.0,54.0,53.0,53.0,1739340,0
2020-11-11,53.4,53.4,52.7,53.0,1668230,0
2020-11-12,53.0,53.5,52.9,53.5,1234540,0
2020-11-13,53.8,53.8,53.5,53.8,1318170,0
2020-11-14,,,,,0,0
2020-11-15,,,,,0,0
2020-11-16,54.0,54.4,53.3,53.3,3713690,0
2020-11-17,53.6,54.1,53.0,54.0,2515530,0
2020-11-18,54.3,54.3,53.7,54.0,1757160,0
2020-11-19,54.3,55.9,54.0,55.1,4980430,0
2020-11-20,55.1,55.9,55.1,55.2,1837360,0
2020-11-21,,,,,0,0
2020-11-22,,,,,0,0
2020-11-23,55.2,56.2,54.6,55.9,2824640,0
2020-11-24,55.9,56.5,55.1,55.6,3003940,0
2020-11-25,56.3,56.3,55.2,55.2,1835630,0
2020-11-26,55.3,56.0,54.8,55.7,1635130,0
2020-11-27,55.9,56.2,55.6,56.2,1986420,0
2020-11-28,,,,,0,0
2020-11-29,,,,,0,0
2020-11-30,56.7,56.7,55.4,55.4,2761700,0
2020-12-01,55.0,55.4,54.8,55.2,3427370,0
2020-12-02,55.0,55.7,55.0,55.6,2108200,0
2020-12-03,55.6,55.7,55.1,55.6,1627980,0
2020-12-04,55.4,55.9,55.4,55.7,1380920,0
2020-12-05,,,,,0,0
2020-12-06,,,,,0,0
2020-12-07,55.9,56.0,55.5,55.7,1455180,0
2020-12-08,55.7,56.6,55.5,56.2,2297110,0
2020-12-09,56.3,57.8,56.2,57.5,3001820,0
2020-12-10,57.0,57.7,56.5,56.5,2112490,0
2020-12-11,56.6,57.0,56.3,57.0,1750270,0
2020-12-12,,,,,0,0
2020-12-13,,,,,0,0
2020-12-14,57.0,57.9,56.9,57.2,1443760,0
2020-12-15,57.5,57.5,56.6,56.7,2666900,0
2020-12-16,57.2,57.5,57.0,57.1,1995530,0
2020-12-17,56.9,57.0,56.0,56.5,3594500,0
2020-12-18,56.5,57.0,56.5,56.9,1532820,0
2020-12-19,,,,,0,0
2020-12-20,,,,,0,0
2020-12-21,57.3,57.8,57.1,57.5,2307390,0
2020-12-22,57.4,58.5,57.2,58.1,2576390,0
